OGNTsort	BCV	Pre	OGNTa	PM	Post	Lemma	RMAC	Gloss	中文	OTquotation	LN	sn
003209	Mat 7:5		ἐκ			ἐκ	PREP	from	中	-	84.4	01537
003210	Mat 7:5		τοῦ			ὀ	T-GSM	the	-	-	92.24	03588
003211	Mat 7:5		ὀφθαλμοῦ			ὀφθαλμός	N-GSM	eye	眼	-	8.23	03788
003212	Mat 7:5		τοῦ			ὀ	T-GSM	of the	-	-	92.24	03588
003213	Mat 7:5		ἀδελφοῦ			ἀδελφός	N-GSM	brother	弟兄	-	11.23	00080
003214	Mat 7:5		σου	.	¶	σύ	P-2GS	of you	你	-	92.6	04771
003215	Mat 7:6		Μὴ			μή	PRT-N	Not	不	-	69.3	03361
003216	Mat 7:6		δῶτε			δίδωμι	V-AAS-2P	give	要給	-	57.71	01325
003217	Mat 7:6		τὸ			ὀ	T-ASN	that which [is]	-	-	92.24	03588
003218	Mat 7:6		ἅγιον			ἅγιος	A-ASN	holy	聖	-	53.46	00040
003219	Mat 7:6		τοῖς			ὀ	T-DPM	to the	-	-	92.24	03588
003220	Mat 7:6		κυσίν			κύων	N-DPM	dogs	狗	-	88.282	02965
003221	Mat 7:6		μηδὲ			μηδέ	CONJ	nor	也不	-	69.7	03366
003222	Mat 7:6		βάλητε			βάλλω	V-AAS-2P	cast	要丟	-	15.215	00906
003223	Mat 7:6		τοὺς			ὀ	T-APM	the	-	-	92.24	03588
003224	Mat 7:6		μαργαρίτας			μαργαρίτης	N-APM	pearls	珍珠	-	2.43	03135
003225	Mat 7:6		ὑμῶν			σύ	P-2GP	of you	你們	-	92.7	04771
003226	Mat 7:6		ἔμπροσθεν			ἔμπροσθεν	PREP	before	在面前	-	83.33	01715
003227	Mat 7:6		τῶν			ὀ	T-GPM	the	-	-	92.24	03588
003228	Mat 7:6		χοίρων	,		χοῖρος	N-GPM	pigs	豬	-	4.36	05519
003229	Mat 7:6		μήποτε			μήποτε	CONJ	not lest	免得	-	89.62	03379
003230	Mat 7:6		καταπατήσουσιν			καταπατέω	V-FAI-3P	they shall trample upon	牠們踐踏了	-	19.52	02662
003231	Mat 7:6		αὐτοὺς			αὐτός	P-APM	them	它們	-	92.11	00846
003232	Mat 7:6		ἐν			ἐν	PREP	with	用	-	90.1	01722
003233	Mat 7:6		τοῖς			ὀ	T-DPM	the	-	-	92.24	03588
003234	Mat 7:6		ποσὶν			πούς	N-DPM	feet	腳	-	8.49	04228
003235	Mat 7:6		αὐτῶν			αὐτός	P-GPM	of them	牠們	-	92.11	00846
003236	Mat 7:6		καὶ			καί	CONJ	and	-	-	89.87	02532
003237	Mat 7:6		στραφέντες			στρέφω	V-APP-NPM	having turned	轉過來	-	16.14	04762
003238	Mat 7:6		ῥήξωσιν			ῥήγνυμι	V-AAS-3P	they tear to pieces	牠們咬	-	19.31	04486
003239	Mat 7:6		ὑμᾶς	.	¶	σύ	P-2AP	you	你們	-	92.7	04771
003240	Mat 7:7		Αἰτεῖτε			αἰτέω	V-PAM-2P	Ask	你們祈求	-	33.163	00154
003241	Mat 7:7		καὶ			καί	CONJ	and	就	-	89.87	02532
003242	Mat 7:7		δοθήσεται			δίδωμι	V-FPI-3S	it will be given	會給	-	57.71	01325
003243	Mat 7:7		ὑμῖν	,		σύ	P-2DP	to you	你們	-	92.7	04771
003244	Mat 7:7		ζητεῖτε			ζητέω	V-PAM-2P	seek	尋找	-	27.41	02212
003245	Mat 7:7		καὶ			καί	CONJ	and	就	-	89.87	02532
003246	Mat 7:7		εὑρήσετε	,		εὑρίσκω	V-FAI-2P	you will find	會找到	-	27.27	02147
003247	Mat 7:7		κρούετε			κρούω	V-PAM-2P	knock	叩門	-	19.12	02925
003248	Mat 7:7		καὶ			καί	CONJ	and	就	-	89.87	02532
003249	Mat 7:7		ἀνοιγήσεται			ἀνοίγω	V-FPI-3S	it will be opened	會開門	-	79.11	00455
003250	Mat 7:7		ὑμῖν	·		σύ	P-2DP	to you	為你們	-	92.7	04771
003251	Mat 7:8		πᾶς			πᾶς	A-NSM	Everyone	凡	-	59.24	03956
003252	Mat 7:8		γὰρ			γάρ	CONJ	for	因為	-	89.23	01063
003253	Mat 7:8		ὁ			ὀ	T-NSM	-	-	-	92.24	03588
003254	Mat 7:8		αἰτῶν			αἰτέω	V-PAP-NSM	asking	祈求	-	33.163	00154
003255	Mat 7:8		λαμβάνει			λαμβάνω	V-PAI-3S	receives	得到	-	57.55	02983
003256	Mat 7:8		καὶ			καί	CONJ	and	-	-	89.93	02532
003257	Mat 7:8		ὁ			ὀ	T-NSM	the [one]	-	-	92.24	03588
003258	Mat 7:8		ζητῶν			ζητέω	V-PAP-NSM	seeking	尋找	-	27.41	02212
003259	Mat 7:8		εὑρίσκει			εὑρίσκω	V-PAI-3S	finds	找到	-	27.27	02147
003260	Mat 7:8		καὶ			καί	CONJ	and	-	-	89.93	02532
003261	Mat 7:8		τῷ			ὀ	T-DSM	to the [one]	-	-	92.24	03588
003262	Mat 7:8		κρούοντι			κρούω	V-PAP-DSM	knocking	叩門	-	19.12	02925
003263	Mat 7:8		ἀνοιγήσεται	.		ἀνοίγω	V-FPI-3S	it will be opened	會開門	-	79.11	00455
003264	Mat 7:9		Ἢ			ἤ	CONJ	Or	或	-	89.139	02228
003265	Mat 7:9		τίς			τίς	I-NSM	which	哪一個	-	92.14	05101
003266	Mat 7:9		ἐστιν			εἰμί	V-PAI-3S	is	有	-	13.1	01510
003267	Mat 7:9		ἐξ			ἐκ	PREP	of	中間	-	63.2	01537
003268	Mat 7:9		ὑμῶν			σύ	P-2GP	you	你們	-	92.7	04771
003269	Mat 7:9		ἄνθρωπος	,		ἄνθρωπος	N-NSM	a man	人	-	9.1	00444
003270	Mat 7:9		ὃν			ὅς	R-ASM	whom	-	-	92.27	03739
003271	Mat 7:9		αἰτήσει			αἰτέω	V-FAI-3S	will ask for	要求	-	33.163	00154
003272	Mat 7:9		ὁ			ὀ	T-NSM	the	-	-	92.24	03588
003273	Mat 7:9		υἱὸς			υἱός	N-NSM	son	兒子	-	9.46	05207
003274	Mat 7:9		αὐτοῦ			αὐτός	P-GSM	of him	他	-	92.11	00846
003275	Mat 7:9		ἄρτον	,		ἄρτος	N-ASM	bread	餅	-	5.1	00740
003276	Mat 7:9		μὴ			μή	PRT	not	反	-	69.15	03361
003277	Mat 7:9		λίθον			λίθος	N-ASM	a stone	石頭	-	2.23	03037
003278	Mat 7:9		ἐπιδώσει			ἐπιδίδωμι	V-FAI-3S	will he give	會給	-	57.75	01929
003279	Mat 7:9		αὐτῷ	;		αὐτός	P-DSM	him?	他	-	92.11	00846
003280	Mat 7:10		ἢ			ἤ	CONJ	Or	或	-	89.139	02228
003281	Mat 7:10		καὶ			καί	CONJ	also	竟然	-	89.93	02532
003282	Mat 7:10		ἰχθὺν			ἰχθύς	N-ASM	a fish	魚	-	4.59	02486
003283	Mat 7:10		αἰτήσει	,		αἰτέω	V-FAI-3S	he will ask for	要求	-	33.163	00154
003284	Mat 7:10		μὴ			μή	PRT	not	反	-	69.15	03361
003285	Mat 7:10		ὄφιν			ὄφις	N-ASM	a serpent	蛇	-	4.52	03789
003286	Mat 7:10		ἐπιδώσει			ἐπιδίδωμι	V-FAI-3S	will he give	會給	-	57.75	01929
003287	Mat 7:10		αὐτῷ	;		αὐτός	P-DSM	him?	他	-	92.11	00846
003288	Mat 7:11		εἰ			εἰ	CONJ	If	雖然	-	89.65	01487
003289	Mat 7:11		οὖν			οὖν	CONJ	therefore	-	-	89.5	03767
003290	Mat 7:11		ὑμεῖς			σύ	P-2NP	you	你們	-	92.7	04771
003291	Mat 7:11		πονηροὶ			πονηρός	A-NPM	evil	惡	-	88.11	04190
003292	Mat 7:11		ὄντες			εἰμί	V-PAP-NPM	being	作為	-	13.1	01510
003293	Mat 7:11		οἴδατε			ὁράω	V-RAI-2P	know	知道	-	28.7	3608a
003294	Mat 7:11		δόματα			δόμα	N-APN	gifts	東西	-	57.73	01390
003295	Mat 7:11		ἀγαθὰ			ἀγαθός	A-APN	good	好	-	65.2	00018
003296	Mat 7:11		διδόναι			δίδωμι	V-PAN	to give	給	-	57.71	01325
003297	Mat 7:11		τοῖς			ὀ	T-DPN	to the	-	-	92.24	03588
003298	Mat 7:11		τέκνοις			τέκνον	N-DPN	children	兒女	-	10.36	05043
003299	Mat 7:11		ὑμῶν	,		σύ	P-2GP	of you	你們	-	92.7	04771
003300	Mat 7:11		πόσῳ			πόσος	Q-DSN	how much	多	-	78.13	04214
003301	Mat 7:11		μᾶλλον			μᾶλλον	ADV	more	更	-	78.28	03123
003302	Mat 7:11		ὁ			ὀ	T-NSM	the	-	-	92.24	03588
003303	Mat 7:11		Πατὴρ			πατήρ	N-NSM	Father	父	-	12.12	03962
003304	Mat 7:11		ὑμῶν			σύ	P-2GP	of you	你們	-	92.7	04771
003305	Mat 7:11		ὁ			ὀ	T-NSM	who [is]	-	-	92.24	03588
003306	Mat 7:11		ἐν			ἐν	PREP	in	在上	-	83.13	01722
003307	Mat 7:11		τοῖς			ὀ	T-DPM	the	-	-	92.24	03588
003308	Mat 7:11		οὐρανοῖς			οὐρανός	N-DPM	heavens	天	-	1.11	03772
003309	Mat 7:11		δώσει			δίδωμι	V-FAI-3S	will give	會賜給	-	57.71	01325
003310	Mat 7:11		ἀγαθὰ			ἀγαθός	A-APN	good things	好	-	65.2	00018
003311	Mat 7:11		τοῖς			ὀ	T-DPM	to those	-	-	92.24	03588
003312	Mat 7:11		αἰτοῦσιν			αἰτέω	V-PAP-DPM	asking	求的人	-	33.163	00154
003313	Mat 7:11		αὐτόν	.	¶	αὐτός	P-ASM	Him!	他	-	92.11	00846
003314	Mat 7:12		Πάντα			πᾶς	A-APN	All things	任何事	-	59.23	03956
003315	Mat 7:12		οὖν			οὖν	CONJ	therefore	所以	-	89.5	03767
003316	Mat 7:12		ὅσα			ὅσος	K-APN	as many as	無論	-	59.7	03745
003317	Mat 7:12		ἐὰν			ἐάν	PRT	if	-	-	71.8	01437
003318	Mat 7:12		θέλητε			θέλω	V-PAS-2P	you might desire	你們想要	-	25.1	02309
003319	Mat 7:12		ἵνα			ἵνα	CONJ	that	-	-	89.49	02443
003320	Mat 7:12		ποιῶσιν			ποιέω	V-PAS-3P	should do	對待	-	41.7	04160
003321	Mat 7:12		ὑμῖν			σύ	P-2DP	to you	你們	-	92.7	04771
003322	Mat 7:12		οἱ			ὀ	T-NPM	the	-	-	92.24	03588
003323	Mat 7:12		ἄνθρωποι	,		ἄνθρωπος	N-NPM	men	人	-	9.1	00444
003324	Mat 7:12		οὕτως			οὕτω, οὕτως	ADV	so	照樣	-	61.9	03779
003325	Mat 7:12		καὶ			καί	CONJ	also	也	-	89.93	02532
003326	Mat 7:12		ὑμεῖς			σύ	P-2NP	you	你們	-	92.7	04771
003327	Mat 7:12		ποιεῖτε			ποιέω	V-PAM-2P	do	要對待	-	41.7	04160
003328	Mat 7:12		αὐτοῖς	·		αὐτός	P-DPM	to them	他們	-	92.11	00846
003329	Mat 7:12		οὗτος			οὗτος	D-NSM	This	這	-	92.29	03778
003330	Mat 7:12		γάρ			γάρ	CONJ	for	因為	-	89.23	01063
003331	Mat 7:12		ἐστιν			εἰμί	V-PAI-3S	is	就是	-	13.4	01510
003332	Mat 7:12		ὁ			ὀ	T-NSM	the	-	-	92.24	03588
003333	Mat 7:12		νόμος			νόμος	N-NSM	law	律法	-	33.58	03551
003334	Mat 7:12		καὶ			καί	CONJ	and	和	-	89.92	02532
003335	Mat 7:12		οἱ			ὀ	T-NPM	the	-	-	92.24	03588
003336	Mat 7:12		προφῆται	.	¶	προφήτης	N-NPM	prophets	先知	-	33.58	04396
003337	Mat 7:13		Εἰσέλθατε			εἰσέρχομαι	V-AAM-2P	Enter	你們要進去	-	15.93	01525
003338	Mat 7:13		διὰ			διά	PREP	through	從	-	84.29	01223
003339	Mat 7:13		τῆς			ὀ	T-GSF	the	-	-	92.24	03588
003340	Mat 7:13		στενῆς			στενός	A-GSF	narrow	窄	-	81.19	04728
003341	Mat 7:13		πύλης	·		πύλη	N-GSF	gate	門	-	7.48	04439
003342	Mat 7:13		ὅτι			ὅτι	CONJ	For	因為	-	89.33	03754
003343	Mat 7:13		πλατεῖα			πλατύς	A-NSF	wide [is]	寬闊	-	81.16	04116
003344	Mat 7:13		ἡ			ὀ	T-NSF	the	那	-	92.24	03588
003345	Mat 7:13		πύλη			πύλη	N-NSF	gate	門	-	7.48	04439
003346	Mat 7:13		καὶ			καί	CONJ	and	-	-	89.93	02532
003347	Mat 7:13		εὐρύχωρος			εὐρύχωρος	A-NSF	broad	大	-	81.18	02149
003348	Mat 7:13		ἡ			ὀ	T-NSF	the	那	-	92.24	03588
003349	Mat 7:13		ὁδὸς			ὁδός	N-NSF	way	路	-	1.99	03598
003350	Mat 7:13		ἡ			ὀ	T-NSF	-	-	-	92.24	03588
003351	Mat 7:13		ἀπάγουσα			ἀπάγω	V-PAP-NSF	leading	通往	-	84.33	00520
003352	Mat 7:13		εἰς			εἰς	PREP	to	-	-	84.22	01519
003353	Mat 7:13		τὴν			ὀ	T-ASF	-	-	-	92.24	03588
003354	Mat 7:13		ἀπώλειαν			ἀπώλεια	N-ASF	destruction	滅亡	-	20.31	00684
003355	Mat 7:13		καὶ			καί	CONJ	and	也	-	89.93	02532
003356	Mat 7:13		πολλοί			πολύς	A-NPM	many	多	-	59.1	04183
003357	Mat 7:13		εἰσιν			εἰμί	V-PAI-3P	are	是	-	13.4	01510
003358	Mat 7:13		οἱ			ὀ	T-NPM	those	-	-	92.24	03588
003359	Mat 7:13		εἰσερχόμενοι			εἰσέρχομαι	V-PMP-NPM	entering	進去的人	-	15.93	01525
003360	Mat 7:13		δι᾽			διά	PREP	through	從	-	89.26	01223
003361	Mat 7:13		αὐτῆς	·		αὐτός	P-GSF	it	它	-	92.11	00846
003362	Mat 7:14		ὅτι			ὅτι	CONJ	For	多麼	-	89.33	03754
003363	Mat 7:14		στενὴ			στενός	A-NSF	small [is]	窄	-	81.19	04728
003364	Mat 7:14		ἡ			ὀ	T-NSF	the	-	-	92.24	03588
003365	Mat 7:14		πύλη			πύλη	N-NSF	gate	門	-	7.48	04439
003366	Mat 7:14		καὶ			καί	CONJ	and	-	-	89.92	02532
003367	Mat 7:14		τεθλιμμένη			θλίβω	V-RPP-NSF	compressed	小	-	22.21	02346
003368	Mat 7:14		ἡ			ὀ	T-NSF	the	-	-	92.24	03588
003369	Mat 7:14		ὁδὸς			ὁδός	N-NSF	way	路	-	1.99	03598
003370	Mat 7:14		ἡ			ὀ	T-NSF	-	-	-	92.24	03588
003371	Mat 7:14		ἀπάγουσα			ἀπάγω	V-PAP-NSF	leading	通往	-	84.33	00520
003372	Mat 7:14		εἰς			εἰς	PREP	to	-	-	84.22	01519
003373	Mat 7:14		τὴν			ὀ	T-ASF	-	-	-	92.24	03588
003374	Mat 7:14		ζωήν			ζωή	N-ASF	life	生命	-	23.88	02222
003375	Mat 7:14		καὶ			καί	CONJ	and	也	-	89.93	02532
003376	Mat 7:14		ὀλίγοι			ὀλίγος	A-NPM	few	少	-	59.3	03641
003377	Mat 7:14		εἰσὶν			εἰμί	V-PAI-3P	are	是	-	13.1	01510
003378	Mat 7:14		οἱ			ὀ	T-NPM	those	-	-	92.24	03588
003379	Mat 7:14		εὑρίσκοντες			εὑρίσκω	V-PAP-NPM	finding	找到的人	-	27.27	02147
003380	Mat 7:14		αὐτήν	.	¶	αὐτός	P-ASF	it	它	-	92.11	00846
003381	Mat 7:15		Προσέχετε			προσέχω	V-PAM-2P	But beware	你們要防備	-	27.59	04337
003382	Mat 7:15		ἀπὸ			ἀπό	PREP	of	-	-	89.25	00575
003383	Mat 7:15		τῶν			ὀ	T-GPM	the	-	-	92.24	03588
003384	Mat 7:15		ψευδοπροφητῶν	,		ψευδοπροφήτης	N-GPM	false prophets	假先知	-	53.81	05578
003385	Mat 7:15		οἵτινες			ὅστις	R-NPM	who	他們	-	92.18	03748
003386	Mat 7:15		ἔρχονται			ἔρχομαι	V-PMI-3P	come	來	-	88.233	02064
003387	Mat 7:15		πρὸς			πρός	PREP	to	到這裡	-	84.18	04314
003388	Mat 7:15		ὑμᾶς			σύ	P-2AP	you	你們	-	92.7	04771
003389	Mat 7:15		ἐν			ἐν	PREP	in	披著	-	90.1	01722
003390	Mat 7:15		ἐνδύμασιν			ἔνδυμα	N-DPN	clothing	皮	-	88.233	01742
003391	Mat 7:15		προβάτων	,		πρόβατον	N-GPN	of sheep	羊	-	88.233	04263
003392	Mat 7:15		ἔσωθεν			ἔσωθεν	ADV	inwardly	裡面	-	26.2	02081
003393	Mat 7:15		δέ			δέ	CONJ	however	卻	-	89.124	01161
003394	Mat 7:15		εἰσιν			εἰμί	V-PAI-3P	they are	是	-	13.4	01510
003395	Mat 7:15		λύκοι			λύκος	N-NPM	wolves	狼	-	88.121	03074
003396	Mat 7:15		ἅρπαγες	.		ἅρπαξ	A-NPM	ravenous	殘暴	-	20.4	00727
003397	Mat 7:16		ἀπὸ			ἀπό	PREP	By	憑著	-	89.25	00575
003398	Mat 7:16		τῶν			ὀ	T-GPM	the	-	-	92.24	03588
003399	Mat 7:16		καρπῶν			καρπός	N-GPM	fruits	果子	-	42.13	02590
003400	Mat 7:16		αὐτῶν			αὐτός	P-GPM	of them	他們	-	92.11	00846
003401	Mat 7:16		ἐπιγνώσεσθε			ἐπιγινώσκω	V-FMI-2P	you will know	你們能夠認出來	-	27.61	01921
003402	Mat 7:16		αὐτούς	.		αὐτός	P-APM	them	他們	-	92.11	00846
003403	Mat 7:16		μήτι			μήτι	PRT	Not	豈能	-	69.16	03385
003404	Mat 7:16		συλλέγουσιν			συλλέγω	V-PAI-3P	do they gather	摘	-	18.1	04816
003405	Mat 7:16		ἀπὸ			ἀπό	PREP	from	從..上	-	90.15	00575
003406	Mat 7:16		ἀκανθῶν			ἄκανθα	N-GPF	thorns	荊棘	-	3.17	00173
003407	Mat 7:16		σταφυλὰς			σταφυλή	N-APF	grapes	葡萄	-	3.38	04718
003408	Mat 7:16		ἢ			ἤ	CONJ	or	或	-	89.139	02228
003409	Mat 7:16		ἀπὸ			ἀπό	PREP	from	從..中	-	90.15	00575
003410	Mat 7:16		τριβόλων			τρίβολος	N-GPM	thistles	蒺藜	-	3.17	05146
003411	Mat 7:16		σῦκα	;		σῦκον	N-APN	figs?	無花果	-	3.36	04810
003412	Mat 7:17		οὕτως			οὕτω, οὕτως	ADV	So	這樣	-	61.9	03779
003413	Mat 7:17		πᾶν			πᾶς	A-NSN	every	凡	-	59.24	03956
003414	Mat 7:17		δένδρον			δένδρον	N-NSN	tree	樹	-	3.2	01186
003415	Mat 7:17		ἀγαθὸν			ἀγαθός	A-NSN	good	好	-	65.2	00018
003416	Mat 7:17		καρποὺς			καρπός	N-APM	fruits	果子	-	3.33	02590
003417	Mat 7:17		καλοὺς			καλός	A-APM	good	好	-	65.22	02570
003418	Mat 7:17		ποιεῖ	,		ποιέω	V-PAI-3S	produces	結	-	23.199	04160
003419	Mat 7:17		τὸ			ὀ	T-NSN	-	-	-	92.24	03588
003420	Mat 7:17		δὲ			δέ	CONJ	but	而	-	89.124	01161
003421	Mat 7:17		σαπρὸν			σαπρός	A-NSN	the bad	壞	-	65.28	04550
003422	Mat 7:17		δένδρον			δένδρον	N-NSN	tree	樹	-	3.2	01186
003423	Mat 7:17		καρποὺς			καρπός	N-APM	fruits	果子	-	3.33	02590
003424	Mat 7:17		πονηροὺς			πονηρός	A-APM	bad	壞	-	65.27	04190
003425	Mat 7:17		ποιεῖ	.		ποιέω	V-PAI-3S	produces	結	-	23.199	04160
003426	Mat 7:18		οὐ			οὐ	PRT-N	Not	不	-	69.3	03756
003427	Mat 7:18		δύναται			δύναμαι	V-PMI-3S	is able	能夠	-	74.5	01410
003428	Mat 7:18		δένδρον			δένδρον	N-NSN	a tree	樹	-	3.2	01186
003429	Mat 7:18		ἀγαθὸν			ἀγαθός	A-NSN	good	好	-	65.2	00018
003430	Mat 7:18		καρποὺς			καρπός	N-APM	fruits	果子	-	3.33	02590
003431	Mat 7:18		πονηροὺς			πονηρός	A-APM	bad	壞	-	65.27	04190
003432	Mat 7:18		ποιεῖν			ποιέω	V-PAN	to produce	結	-	42.29	04160
003433	Mat 7:18		οὐδὲ			οὐδέ	CONJ-N	nor	也不	-	69.7	03761
003434	Mat 7:18		δένδρον			δένδρον	N-NSN	a tree	樹	-	3.2	01186
003435	Mat 7:18		σαπρὸν			σαπρός	A-NSN	bad	壞	-	65.28	04550
003436	Mat 7:18		καρποὺς			καρπός	N-APM	fruits	果子	-	3.33	02590
003437	Mat 7:18		καλοὺς			καλός	A-APM	good	好	-	65.22	02570
003438	Mat 7:18		ποιεῖν	.		ποιέω	V-PAN	to produce	結	-	23.199	04160
003439	Mat 7:19		πᾶν			πᾶς	A-NSN	Every	凡	-	59.24	03956
003440	Mat 7:19		δένδρον			δένδρον	N-NSN	tree	樹	-	3.2	01186
003441	Mat 7:19		μὴ			μή	PRT-N	not	不	-	69.3	03361
003442	Mat 7:19		ποιοῦν			ποιέω	V-PAP-NSN	producing	結	-	23.199	04160
003443	Mat 7:19		καρπὸν			καρπός	N-ASM	fruit	果子	-	3.33	02590
003444	Mat 7:19		καλὸν			καλός	A-ASM	good	好	-	65.22	02570
003445	Mat 7:19		ἐκκόπτεται			ἐκκόπτω	V-PPI-3S	is cut down	被砍下	-	19.18	01581
003446	Mat 7:19		καὶ			καί	CONJ	and	-	-	89.87	02532
003447	Mat 7:19		εἰς			εἰς	PREP	into	在裡	-	84.22	01519
003448	Mat 7:19		πῦρ			πῦρ	N-ASN	fire	火	-	2.3	04442
003449	Mat 7:19		βάλλεται	.		βάλλω	V-PPI-3S	is thrown	被丟	-	15.215	00906
003450	Mat 7:20		ἄρα			ἄρα	CONJ	Then	所以	-	89.46	00686
003451	Mat 7:20		γε			γέ	PRT	surely	-	-	91.6	01065
003452	Mat 7:20		ἀπὸ			ἀπό	PREP	by	憑著	-	89.25	00575
003453	Mat 7:20		τῶν			ὀ	T-GPM	the	-	-	92.24	03588
003454	Mat 7:20		καρπῶν			καρπός	N-GPM	fruits	果子	-	3.33	02590
003455	Mat 7:20		αὐτῶν			αὐτός	P-GPM	of them	他們	-	92.11	00846
003456	Mat 7:20		ἐπιγνώσεσθε			ἐπιγινώσκω	V-FMI-2P	you will know	你們能夠認出來	-	27.61	01921
003457	Mat 7:20		αὐτούς	.	¶	αὐτός	P-APM	them	他們	-	92.11	00846
003458	Mat 7:21		Οὐ			οὐ	PRT-N	Not	不	-	69.3	03756
003459	Mat 7:21		πᾶς			πᾶς	A-NSM	everyone	每一個	-	59.24	03956
003460	Mat 7:21		ὁ			ὀ	T-NSM	-	-	-	92.24	03588
003461	Mat 7:21		λέγων			λέγω	V-PAP-NSM	saying	稱呼	-	33.69	03004
003462	Mat 7:21		μοι	·		ἐγώ	P-1DS	to Me	我	-	92.1	01473
003463	Mat 7:21		Κύριε			κύριος	N-VSM	Lord	主啊	-	12.9	02962
003464	Mat 7:21		Κύριε	,		κύριος	N-VSM	Lord	主啊	-	12.9	02962
003465	Mat 7:21		εἰσελεύσεται			εἰσέρχομαι	V-FMI-3S	will enter	將進入	-	15.93	01525
003466	Mat 7:21		εἰς			εἰς	PREP	into	-	-	84.22	01519
003467	Mat 7:21		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
003468	Mat 7:21		βασιλείαν			βασιλεία	N-ASF	kingdom	國	-	1.82	00932
003469	Mat 7:21		τῶν			ὀ	T-GPM	of the	-	-	92.24	03588
003470	Mat 7:21		οὐρανῶν	,		οὐρανός	N-GPM	heavens	天	-	1.11	03772
003471	Mat 7:21		ἀλλ᾽			ἀλλά	CONJ	but	惟有	-	89.125	00235
003472	Mat 7:21		ὁ			ὀ	T-NSM	the [one]	-	-	92.24	03588
003473	Mat 7:21		ποιῶν			ποιέω	V-PAP-NSM	doing	遵行	-	42.7	04160
003474	Mat 7:21		τὸ			ὀ	T-ASN	the	-	-	92.24	03588
003475	Mat 7:21		θέλημα			θέλημα	N-ASN	will	旨意	-	25.2	02307
003476	Mat 7:21		τοῦ			ὀ	T-GSM	the	-	-	92.24	03588
003477	Mat 7:21		Πατρός			πατήρ	N-GSM	Father	父	-	12.12	03962
003478	Mat 7:21		μου			ἐγώ	P-1GS	of Me	我	-	92.1	01473
003479	Mat 7:21		τοῦ			ὀ	T-GSM	who [is]	-	-	92.24	03588
003480	Mat 7:21		ἐν			ἐν	PREP	in	在上	-	83.13	01722
003481	Mat 7:21		τοῖς			ὀ	T-DPM	the	-	-	92.24	03588
003482	Mat 7:21		οὐρανοῖς	.		οὐρανός	N-DPM	heavens	天	-	1.11	03772
003483	Mat 7:22		πολλοὶ			πολύς	A-NPM	Many	許多人	-	59.1	04183
003484	Mat 7:22		ἐροῦσίν			λέγω	V-FAI-3P	will say	會說	-	33.69	03004
003485	Mat 7:22		μοι			ἐγώ	P-1DS	to Me	對我	-	92.1	01473
003486	Mat 7:22		ἐν			ἐν	PREP	in	在	-	67.33	01722
003487	Mat 7:22		ἐκείνῃ			ἐκεῖνος	D-DSF	that	那	-	92.3	01565
003488	Mat 7:22		τῇ			ὀ	T-DSF	the	-	-	92.24	03588
003489	Mat 7:22		ἡμέρᾳ	·		ἡμέρα	N-DSF	day	日	-	67.178	02250
003490	Mat 7:22		Κύριε			κύριος	N-VSM	Lord	主啊	-	12.9	02962
003491	Mat 7:22		Κύριε	,		κύριος	N-VSM	Lord	主啊	-	12.9	02962
003492	Mat 7:22		οὐ			οὐ	PRT-N	not	不	-	69.11	03756
003493	Mat 7:22		τῷ			ὀ	T-DSN	in	奉	-	92.24	03588
003494	Mat 7:22		σῷ			σός	S-2SDSN	Your	你	-	92.8	04674
003495	Mat 7:22		ὀνόματι			ὄνομα	N-DSN	name	名字	-	33.126	03686
003496	Mat 7:22		ἐπροφητεύσαμεν	,		προφητεύω	V-AAI-1P	did we prophesy	我們傳道	-	33.459	04395
003497	Mat 7:22		καὶ			καί	CONJ	and	-	-	89.93	02532
003498	Mat 7:22		τῷ			ὀ	T-DSN	[in]	奉	-	92.24	03588
003499	Mat 7:22		σῷ			σός	S-2SDSN	Your	你	-	92.8	04674
003500	Mat 7:22		ὀνόματι			ὄνομα	N-DSN	name	名	-	33.126	03686
003501	Mat 7:22		δαιμόνια			δαιμόνιον	N-APN	demons	鬼魔	-	12.37	01140
003502	Mat 7:22		ἐξεβάλομεν	,		ἐκβάλλω	V-AAI-1P	cast out	驅趕	-	15.22	01544
003503	Mat 7:22		καὶ			καί	CONJ	and	-	-	89.93	02532
003504	Mat 7:22		τῷ			ὀ	T-DSN	[in]	奉	-	92.24	03588
003505	Mat 7:22		σῷ			σός	S-2SDSN	your	你	-	92.8	04674
003506	Mat 7:22		ὀνόματι			ὄνομα	N-DSN	name	名字	-	33.126	03686
003507	Mat 7:22		δυνάμεις			δύναμις	N-APF	miracles	異能	-	76.7	01411
003508	Mat 7:22		πολλὰς			πολύς	A-APF	many	許多	-	59.1	04183
003509	Mat 7:22		ἐποιήσαμεν	;		ποιέω	V-AAI-1P	perform?	行	-	90.45	04160
003510	Mat 7:23		καὶ			καί	CONJ	And	-	-	91.1	02532
003511	Mat 7:23		τότε			τότε	ADV	then	那時	-	67.47	05119
003512	Mat 7:23		ὁμολογήσω			ὁμολογέω	V-FAI-1S	I will declare	我要宣認	-	33.221	03670
003513	Mat 7:23		αὐτοῖς			αὐτός	P-DPM	to them	向他們	-	92.11	00846
003514	Mat 7:23		ὅτι			ὅτι	CONJ	-	-	-	90.21	03754
003515	Mat 7:23		Οὐδέποτε			οὐδέποτε	ADV	Never	從來不	-	67.1	03763
