OGNTsort	OGNTa	RMAC
117633	μεταμεληθήσεται	V-FOI-3S
117678	δύναται	V-PNI-3S
117680	προσερχομένους	V-PNP-APM
117883	μεμφόμενος	V-PNP-NSM
117889	ἔρχονται	V-PNI-3P
117944	διαθήσομαι	V-FDI-1S
117968	ἔσομαι	V-FDI-1S
117974	ἔσονταί	V-FDI-3P
118006	ἔσομαι	V-FDI-1S
118192	δυνάμεναι	V-PNP-NPF
118211	ἐπικείμενα	V-PNP-NPN
118394	ἐνετείλατο	V-ADI-3S
118426	γίνεται	V-PNI-3S
118478	εἰσέρχεται	V-PNI-3S
118514	ἀπόκειται	V-PNI-3S
118541	ἀπεκδεχομένοις	V-PNP-DPM
118569	δύναται	V-PNI-3S
118571	προσερχομένους	V-PNP-APM
118605	εἰσερχόμενος	V-PNP-NSM
118706	δύνανται	V-PNI-3P
118726	ἐκδεχόμενος	V-PNP-NSM
118761	διαθήσομαι	V-FDI-1S
118839	προσερχώμεθα	V-PNS-1P
118867	ἐπαγγειλάμενος	V-ADP-NSM
118952	ἡγησάμενος	V-ADP-NSM
119009	γενηθέντες	V-AOP-NPM
119023	προσεδέξασθε	V-ADI-2P
119060	ἐρχόμενος	V-PNP-NSM
119071	ζήσεται	V-FDI-3S
119183	προσερχόμενον	V-PNP-ASM
119193	γίνεται	V-PNI-3S
119201	εὐλαβηθεὶς	V-AOP-NSM
119236	ἐπιστάμενος	V-PNP-NSM
119238	ἔρχεται	V-PNI-3S
119260	ἐξεδέχετο	V-INI-3S
119289	ἡγήσατο	V-ADI-3S
119291	ἐπαγγειλάμενον	V-ADP-ASM
119333	ἀσπασάμενοι	V-ADP-NPM
119373	ἐπαισχύνεται	V-PNI-3S
119397	ἀναδεξάμενος	V-ADP-NSM
119407	λογισάμενος	V-ADP-NSM
119464	ἐνετείλατο	V-ADI-3S
119481	ἐφοβήθησαν	V-AOI-3P
119490	ἠρνήσατο	V-ADI-3S
119497	συνκακουχεῖσθαι	V-PNN
119509	ἡγησάμενος	V-ADP-NSM
119526	φοβηθεὶς	V-AOP-NSM
119586	δεξαμένη	V-ADP-NSF
119598	διηγούμενον	V-PNP-ASM
119616	κατηγωνίσαντο	V-ADI-3P
119618	εἰργάσαντο	V-ADI-3P
119652	προσδεξάμενοι	V-ADP-NPM
119732	περικείμενον	V-PNP-ASN
119747	προκείμενον	V-PNP-ASM
119762	προκειμένης	V-PNP-GSF
119777	ἀναλογίσασθε	V-ADM-2P
119802	ἀνταγωνιζόμενοι	V-PNP-NPM
119811	διαλέγεται	V-PNI-3S
119833	παραδέχεται	V-PNI-3S
119966	ὄψεται	V-FDI-3S
120047	παρῃτήσαντο	V-ADI-3P
120118	παραιτήσησθε	V-ADS-2P
120128	παραιτησάμενοι	V-ADP-NPM
120148	ἐπήγγελται	V-RNI-3S
120207	ἐπιλανθάνεσθε	V-PNM-2P
120215	μιμνῄσκεσθε	V-PNM-2P
120271	φοβηθήσομαι	V-FOI-1S
120278	ἡγουμένων	V-PNP-GPM
120293	μιμεῖσθε	V-PNM-2P
120376	ἐξερχώμεθα	V-PNS-1P
120420	ἐπιλανθάνεσθε	V-PNM-2P
120429	ἡγουμένοις	V-PNP-DPM
120455	Προσεύχεσθε	V-PNM-2P
120535	ἀνέχεσθε	V-PNM-2P
120556	ἔρχηται	V-PNS-3S
120557	ὄψομαι	V-FDI-1S
120559	Ἀσπάσασθε	V-ADM-2P
120562	ἡγουμένους	V-PNP-APM
120568	Ἀσπάζονται	V-PNI-3P
120596	ἡγήσασθε	V-ADM-2P
120610	κατεργάζεται	V-PNI-3S
120662	οἰέσθω	V-PNM-3S
120667	λήμψεταί	V-FDI-3S
120680	Καυχάσθω	V-PNM-3S
120701	παρελεύσεται	V-FDI-3S
120742	λήμψεται	V-FDI-3S
120748	ἐπηγγείλατο	V-ADI-3S
120819	βουληθεὶς	V-AOP-NSM
120858	ἐργάζεται	V-PNI-3S
120868	δέξασθε	V-ADM-2P
120873	δυνάμενον	V-PNP-ASM
120878	Γίνεσθε	V-PNM-2P
120886	παραλογιζόμενοι	V-PNP-NPM
120942	ἔσται	V-FDI-3S
120971	ἐπισκέπτεσθαι	V-PNN
121030	κάθου	V-PNM-2S
121040	Κάθου	V-PNM-2S
121076	ἐπηγγείλατο	V-ADI-3S
121126	ἐργάζεσθε	V-PNI-2P
121183	κατακαυχᾶται	V-PNI-3S
121201	δύναται	V-PNI-3S
121380	ὑποδεξαμένη	V-ADP-NSF
121406	γίνεσθε	V-PNM-2P
121413	λημψόμεθα	V-FDI-1P
121474	βούλεται	V-PNI-3S
121545	δύναται	V-PNI-3S
121562	καταρώμεθα	V-PNI-1P
121574	ἐξέρχεται	V-PNI-3S
121584	γίνεσθαι	V-PNN
121599	δύναται	V-PNI-3S
121642	κατακαυχᾶσθε	V-PNM-2P
121644	ψεύδεσθε	V-PNM-2P
121654	κατερχομένη	V-PNP-NSF
121726	δύνασθε	V-PNI-2P
121728	μάχεσθε	V-PNI-2P
121766	βουληθῇ	V-AOS-3S
121814	φεύξεται	V-FDI-3S
121887	δυνάμενος	V-PNP-NSM
121906	πορευσόμεθα	V-FDI-1P
121916	ἐμπορευσόμεθα	V-FDI-1P
121921	ἐπίστασθε	V-PNI-2P
121956	καυχᾶσθε	V-PNI-2P
121987	ἐπερχομέναις	V-PNP-DPF
122012	ἔσται	V-FDI-3S
122081	ἐκδέχεται	V-PNI-3S
122195	προσευχέσθω	V-PNM-3S
122203	προσκαλεσάσθω	V-ADM-3S
122209	προσευξάσθωσαν	V-ADM-3P
122245	εὔχεσθε	V-PNM-2P
122262	προσηύξατο	V-ADI-3S
122279	προσηύξατο	V-ADI-3S
122411	ἀγαλλιᾶσθε	V-PNI-2P
122457	ἀγαλλιᾶσθε	V-PNI-2P
122496	προμαρτυρόμενον	V-PNP-NSN
122577	γενήθητε	V-AOM-2P
122581	ἔσεσθε	V-FDI-2P
122760	ἐγεύσασθε	V-ADI-2P
122767	προσερχόμενοι	V-PNP-NPM
122990	φοβεῖσθε	V-PNM-2P
123217	φοβούμεναι	V-PNP-NPF
123344	φοβηθῆτε	V-AOS-2P
123431	πορευθεὶς	V-AOP-NSM
123436	ἀπεξεδέχετο	V-INI-3S
123483	πορευθεὶς	V-AOP-NSM
123532	κατειργάσθαι	V-RNN
123533	πεπορευμένους	V-RNP-APM
123674	γινομένῃ	V-PNP-DSF
123696	ἀγαλλιώμενοι	V-PNP-NPM
123780	φανεῖται	V-FDI-3S
123843	γινόμενοι	V-PNP-NPM
123850	κομιεῖσθε	V-FDI-2P
123865	ἐγκομβώσασθε	V-ADM-2P
123908	ὠρυόμενος	V-PNP-NSM
123965	λογίζομαι	V-PNI-1S
123981	Ἀσπάζεται	V-PNI-3S
123992	Ἀσπάσασθε	V-ADM-2P
124223	ἡγοῦμαι	V-PNI-1S
124285	γενηθέντες	V-AOP-NPM
124370	γίνεται	V-PNI-3S
124398	ἔσονται	V-FDI-3P
124409	ἀρνούμενοι	V-PNP-NPM
124433	ἐμπορεύσονται	V-FDI-3P
124453	ἐφείσατο	V-ADI-3S
124466	ἐφείσατο	V-ADI-3S
124500	ἐρρύσατο	V-ANI-3S
124523	ῥύεσθαι	V-PNN
124539	πορευομένους	V-PNP-APM
124589	ἡγούμενοι	V-PNP-NPM
124602	συνευωχούμενοι	V-PNP-NPM
124645	φθεγξάμενον	V-ANP-NSN
124669	φθεγγόμενοι	V-PDP-NPM
124684	ἐπαγγελλόμενοι	V-PNP-NPM
124693	ἥττηται	V-RNI-3S
124715	ἡττῶνται	V-PNI-3P
124798	ἐλεύσονται	V-FDI-3P
124811	πορευόμενοι	V-PNP-NPM
124913	ἡγοῦνται	V-PNI-3P
124938	παρελεύσονται	V-FDI-3P
125017	ἡγεῖσθε	V-PNM-2P
125114	ἐθεασάμεθα	V-ADI-1P
125224	ψευδόμεθα	V-PNI-1P
125660	ἔρχεται	V-PNI-3S
125736	ἀρνούμενος	V-PNP-NSM
125748	ἀρνούμενος	V-PNP-NSM
125756	ἀρνούμενος	V-PNP-NSM
125804	ἐπηγγείλατο	V-ADI-3S
125928	ἐσόμεθα	V-FDI-1P
125935	ἐσόμεθα	V-FDI-1P
125937	ὀψόμεθα	V-FDI-1P
126060	δύναται	V-PNI-3S
126255	γνωσόμεθα	V-FDI-1P
126427	ἔρχεται	V-PNI-3S
126603	τεθέαται	V-RNI-3S
126640	τεθεάμεθα	V-RNI-1P
126752	φοβούμενος	V-PNP-NSM
126794	δύναται	V-PNI-3S
127200	κεῖται	V-PNI-3S
127276	ἔσται	V-FDI-3S
127280	Ἔσται	V-FDI-3S
127372	ἐρχόμενον	V-PNP-ASM
127388	εἰργασάμεθα	V-ADI-1P
127422	ἔρχεται	V-PNI-3S
127457	ἐβουλήθην	V-AOI-1S
127478	Ἀσπάζεταί	V-PNI-3S
127500	εὔχομαί	V-PNI-1S
127513	ἐρχομένων	V-PNP-GPM
127543	ἐργάσῃ	V-ADS-2S
127582	γινώμεθα	V-PNS-1P
127595	ἐπιδέχεται	V-PNI-3S
127618	ἐπιδέχεται	V-PNI-3S
127623	βουλομένους	V-PNP-APM
127632	μιμοῦ	V-PNM-2S
127696	Ἀσπάζονταί	V-PNI-3P
127700	Ἀσπάζου	V-PNM-2S
127745	ἐπαγωνίζεσθαι	V-PNN
127781	ἀρνούμενοι	V-PNP-NPM
127785	βούλομαι	V-PNI-1S
127844	πρόκεινται	V-PNI-3P
127854	ἐνυπνιαζόμενοι	V-PNP-NPM
127873	διελέγετο	V-INI-3S
127902	ἐπίστανται	V-PNI-3P
127913	ἐπορεύθησαν	V-AOI-3P
127935	συνευωχούμενοι	V-PNP-NPM
128018	πορευόμενοι	V-PNP-NPM
128051	ἔσονται	V-FDI-3P
128057	πορευόμενοι	V-PNP-NPM
128080	προσευχόμενοι	V-PNP-NPM
128086	προσδεχόμενοι	V-PNP-NPM
128123	δυναμένῳ	V-PNP-DSM
128244	ἐρχόμενος	V-PNP-NSM
128311	ἔρχεται	V-PNI-3S
128316	ὄψεται	V-FDI-3S
128325	κόψονται	V-FDI-3P
128353	ἐρχόμενος	V-PNP-NSM
128521	ἐκπορευομένη	V-PNP-NSF
128554	φοβοῦ	V-PNM-2S
128673	δύνῃ	V-PNI-2S
128726	ἔρχομαί	V-PNI-1S
128826	φοβοῦ	V-PNM-2S
128846	γίνου	V-PNM-2S
128910	ἠρνήσω	V-ADI-2S
128974	ἔρχομαί	V-PNI-1S
129144	γνώσονται	V-FDI-3P
129287	γίνου	V-PNM-2S
129438	δύναται	V-PNI-3S
129452	ἠρνήσω	V-ADI-2S
129472	ψεύδονται	V-PNI-3P
129507	ἔρχεσθαι	V-PNN
129518	ἔρχομαι	V-PNI-1S
129734	εἰσελεύσομαι	V-FDI-1S
129819	ἔκειτο	V-INI-3S
129827	καθήμενος	V-PNP-NSM
129830	καθήμενος	V-PNP-NSM
129859	καθημένους	V-PNP-APM
129875	ἐκπορεύονται	V-PNI-3P
129949	πετομένῳ	V-PNP-DSM
129990	ἐρχόμενος	V-PNP-NSM
130002	καθημένῳ	V-PNP-DSM
130013	πεσοῦνται	V-FNI-3P
130020	καθημένου	V-PNP-GSM
130078	καθημένου	V-PNP-GSM
130110	ἐδύνατο	V-INI-3S
130215	καθημένου	V-PNP-GSM
130375	καθημένῳ	V-PNP-DSM
130432	Ἔρχου	V-PNM-2S
130441	καθήμενος	V-PNP-NSM
130468	Ἔρχου	V-PNM-2S
130476	καθημένῳ	V-PNP-DSM
130508	Ἔρχου	V-PNM-2S
130517	καθήμενος	V-PNP-NSM
130565	Ἔρχου	V-PNM-2S
130574	καθήμενος	V-PNP-NSM
130804	καθημένου	V-PNP-GSM
130825	δύναται	V-PNI-3S
130999	ἐδύνατο	V-INI-3S
131037	καθημένῳ	V-PNP-DSM
131104	ἀπεκρίθη	V-ADI-3S
131136	ἐρχόμενοι	V-PNP-NPM
131175	καθήμενος	V-PNP-NSM
131518	πετομένου	V-PNP-GSM
131796	ἔρχεται	V-PNI-3S
131888	καθημένους	V-PNP-APM
131911	ἐκπορεύεται	V-PNI-3S
131937	ἐκπορευομένου	V-PNP-GSN
132014	δύνανται	V-PNI-3P
132103	μυκᾶται	V-PNI-3S
132196	ἔσται	V-FDI-3S
132284	ἔσται	V-FDI-3S
132419	ἐκπορεύεται	V-PNI-3S
132673	ἔρχεται	V-PNI-3S
132716	καθήμενοι	V-PNP-NPM
132781	φοβουμένοις	V-PNP-DPM
133168	πέτηται	V-PNS-3S
133376	δύναται	V-PNI-3S
133671	δύνηται	V-PNS-3S
133792	ἐδύνατο	V-INI-3S
133851	πετόμενον	V-PNP-ASM
133860	καθημένους	V-PNP-APM
133878	Φοβήθητε	V-AOM-2P
133963	πίεται	V-FDI-3S
134087	καθήμενον	V-PNP-ASM
134117	καθημένῳ	V-PNP-DSM
134141	καθήμενος	V-PNP-NSM
134362	φοβηθῇ	V-AOS-3S
134467	ἐδύνατο	V-INI-3S
134691	ἐμασῶντο	V-INI-3P
134780	ἐκπορεύεται	V-PNI-3S
134801	ἔρχομαι	V-PNI-1S
134977	καθημένης	V-PNP-GSF
135010	καθημένην	V-PNP-ASF
135174	παρέσται	V-FDI-3S
135190	κάθηται	V-PNI-3S
135307	κάθηται	V-PNI-3S
135560	Κάθημαι	V-PNI-1S
135600	κόψονται	V-FDI-3P
135769	στήσονται	V-FDI-3P
135824	ἐργάζονται	V-PNI-3P
136103	καθημένῳ	V-PNP-DSM
136127	φοβούμενοι	V-PNP-VPM
136268	καθήμενος	V-PNP-NSM
136339	ἐκπορεύεται	V-PNI-3S
136405	πετομένοις	V-PNP-DPN
136432	καθημένων	V-PNP-GPM
136465	καθημένου	V-PNP-GSM
136525	καθημένου	V-PNP-GSM
136706	ἔσονται	V-FDI-3P
136734	ἐξελεύσεται	V-FDI-3S
136828	καθήμενον	V-PNP-ASM
137019	ἔσονται	V-FDI-3P
137026	ἔσται	V-FDI-3S
137041	ἔσται	V-FDI-3S
137050	ἔσται	V-FDI-3S
137059	καθήμενος	V-PNP-NSM
137111	ἔσομαι	V-FDI-1S
137116	ἔσται	V-FDI-3S
137316	κεῖται	V-PNI-3S
137524	ἔσται	V-FDI-3S
137571	ἐκπορευόμενον	V-PNP-ASM
137616	ἔσται	V-FDI-3S
137628	ἔσται	V-FDI-3S
137636	ὄψονται	V-FDI-3P
137651	ἔσται	V-FDI-3S
137709	ἔρχομαι	V-PNI-1S
137807	ἔρχομαι	V-PNI-1S
137845	ἔσται	V-FDI-3S
137915	Ἔρχου	V-PNM-2S
137920	Ἔρχου	V-PNM-2S
137924	ἐρχέσθω	V-PNM-3S
138001	ἔρχομαι	V-PNI-1S
138004	ἔρχου	V-PNM-2S
